"gene"	"p_value"	"estimate"	"BH"
"4336"	"FUCA2"	1	0	1
"4337"	"AGRN"	1	0	1
"4338"	"CPSF3L"	0.246169560776302	5.5131938040198	1
"4339"	"DVL1"	1	0	1
"4340"	"CALML6"	1	0	1
"4341"	"GABRD"	1	0	1
"4342"	"C1orf174"	1	0	1
"4343"	"DNAJC11"	0.170786516853933	10.8909548109933	0.827504134275072
"4344"	"ERRFI1"	1	0	1
"4345"	"TMEM201"	1	0	1
"4346"	"CASZ1"	1	0	1
"4347"	"SRM"	1	0	1
"4348"	"KIAA2013"	1	0	1
"4349"	"DHRS3"	1	0	1
"4350"	"PRAMEF1"	0.0888888888888888	Inf	0.633828160143949
"4351"	"PRAMEF18"	0.0888888888888888	Inf	0.633828160143949
"4352"	"EPHA2"	1	0	1
"4353"	"NBPF1"	1	0	1
"4354"	"HTR6"	1	0	1
"4355"	"EPHA8"	1	0	1
"4356"	"HNRNPR"	1	0	1
"4357"	"ASAP3"	1	0	1
"4358"	"GRHL3"	1	0	1
"4359"	"STPG1"	1	0	1
"4360"	"RPS6KA1"	1	0	1
"4361"	"TMEM222"	1	0	1
"4362"	"GPR3"	1	0	1
"4363"	"HCRTR1"	1	0	1
"4364"	"PPCS"	0.170786516853933	10.8909548109933	0.827504134275072
"4365"	"YBX1"	0.0888888888888888	Inf	0.633828160143949
"4366"	"TESK2"	1	0	1
"4367"	"PIK3R3"	0.0888888888888888	Inf	0.633828160143949
"4368"	"BTF3L4"	1	0	1
"4369"	"GPX7"	1	0	1
"4370"	"COA7"	0.170786516853933	10.8909548109933	0.827504134275072
"4371"	"PODN"	0.0888888888888888	Inf	0.633828160143949
"4372"	"ATG4C"	1	0	1
"4373"	"DIRAS3"	1	0	1
"4374"	"HFM1"	1	0	1
"4375"	"KIAA1107"	1	0	1
"4376"	"HENMT1"	1	0	1
"4377"	"KIAA1324"	0.170786516853933	10.8909548109933	0.827504134275072
"4378"	"ALX3"	1	0	1
"4379"	"KCNA2"	1	0	1
"4380"	"PIFO"	0.170786516853933	10.8909548109933	0.827504134275072
"4381"	"LRIG2"	0.0888888888888888	Inf	0.633828160143949
"4382"	"MAGI3"	0.170786516853933	10.8909548109933	0.827504134275072
"4383"	"WARS2"	1	0	1
"4384"	"SEC22B"	1	0	1
"4385"	"ANP32E"	0.0200204290091931	24.56021585398	0.633828160143949
"4386"	"GOLPH3L"	1	0	1
"4387"	"GABPB2"	1	0	1
"4388"	"RORC"	1	0	1
"4389"	"C2CD4D"	1	0	1
"4390"	"UBAP2L"	1	0	1
"4391"	"FLAD1"	1	0	1
"4392"	"KIAA0907"	1	0	1
"4393"	"SH2D2A"	1	0	1
"4394"	"KIRREL"	1	0	1
"4395"	"OR10K2"	1	0	1
"4396"	"OR10Z1"	1	0	1
"4397"	"IGSF9"	1	0	1
"4398"	"KCNJ10"	1	0	1
"4399"	"TSTD1"	1	0	1
"4400"	"NDUFS2"	1	0	1
"4401"	"FCGR3A"	1	0	1
"4402"	"UHMK1"	1	0	1
"4403"	"SELP"	1	0	1
"4404"	"FMO2"	0.379162902098847	2.74050267948522	1
"4405"	"ANKRD45"	1	0	1
"4406"	"KIAA1614"	1	0	1
"4407"	"B3GALT2"	0.246169560776302	5.5131938040198	1
"4408"	"CAMSAP2"	1	0	1
"4409"	"SNRPE"	0.0200204290091931	24.56021585398	0.633828160143949
"4410"	"RCOR3"	1	0	1
"4411"	"VASH2"	1	0	1
"4412"	"RPS6KC1"	1	0	1
"4413"	"CCDC185"	1	0	1
"4414"	"TTC13"	1	0	1
"4415"	"ARV1"	1	0	1
"4416"	"TRIM67"	1	0	1
"4417"	"GNPAT"	0.246169560776302	5.5131938040198	1
"4418"	"EXOC8"	1	0	1
"4419"	"DIP2C"	1	0	1
"4420"	"PITRM1"	0.0888888888888888	Inf	0.633828160143949
"4421"	"UCN3"	1	0	1
"4422"	"MASTL"	0.0888888888888888	Inf	0.633828160143949
"4423"	"MKX"	1	0	1
"4424"	"ZNF438"	1	0	1
"4425"	"ALOX5"	1	0	1
"4426"	"MARCH8"	0.0200204290091931	24.56021585398	0.633828160143949
"4427"	"C10orf107"	1	0	1
"4428"	"ZNF365"	1	0	1
"4429"	"DNA2"	0.246169560776302	5.5131938040198	1
"4430"	"CCAR1"	1	0	1
"4431"	"C10orf35"	1	0	1
"4432"	"PPA1"	0.0888888888888888	Inf	0.633828160143949
"4433"	"SYNPO2L"	1	0	1
"4434"	"NDST2"	1	0	1
"4435"	"DLG5"	1	0	1
"4436"	"ZMIZ1"	1	0	1
"4437"	"TMEM254"	1	0	1
"4438"	"ANXA11"	1	0	1
"4439"	"LDB3"	0.0888888888888888	Inf	0.633828160143949
"4440"	"ANKRD2"	1	0	1
"4441"	"LDB1"	0.0888888888888888	Inf	0.633828160143949
"4442"	"PPRC1"	0.0888888888888888	Inf	0.633828160143949
"4443"	"SLK"	1	0	1
"4444"	"ADRA2A"	1	0	1
"4445"	"RGS10"	1	0	1
"4446"	"DEAF1"	1	0	1
"4447"	"OR52D1"	1	0	1
"4448"	"DDB1"	1	0	1
"4449"	"BEST1"	1	0	1
"4450"	"TCIRG1"	1	0	1
"4451"	"SUV420H1"	1	0	1
"4452"	"P2RY2"	0.0888888888888888	Inf	0.633828160143949
"4453"	"C11orf54"	1	0	1
"4454"	"GPR83"	1	0	1
"4455"	"PIH1D2"	0.0888888888888888	Inf	0.633828160143949
"4456"	"C11orf57"	0.315487302314114	3.67391382113383	1
"4457"	"SDHD"	1	0	1
"4458"	"RNF214"	1	0	1
"4459"	"GRIK4"	1	0	1
"4460"	"NCAPD3"	1	0	1
"4461"	"GLB1L3"	1	0	1
"4462"	"VAMP1"	1	0	1
"4463"	"NCAPD2"	1	0	1
"4464"	"RIMKLB"	1	0	1
"4465"	"KLRK1"	1	0	1
"4466"	"YBX3"	0.0888888888888888	Inf	0.633828160143949
"4467"	"TAS2R19"	1	0	1
"4468"	"MANSC1"	0.246169560776302	5.5131938040198	1
"4469"	"LOH12CR1"	0.0888888888888888	Inf	0.633828160143949
"4470"	"EMP1"	1	0	1
"4471"	"FAR2"	0.0607849031751792	8.3592487907847	0.633828160143949
"4472"	"TMEM117"	1	0	1
"4473"	"SLC38A1"	1	0	1
"4474"	"PCED1B"	0.0888888888888888	Inf	0.633828160143949
"4475"	"COL2A1"	1	0	1
"4476"	"ADCY6"	1	0	1
"4477"	"KRT84"	1	0	1
"4478"	"ESPL1"	0.170786516853933	10.8909548109933	0.827504134275072
"4479"	"SUOX"	1	0	1
"4480"	"CS"	1	0	1
"4481"	"BAZ2A"	1	0	1
"4482"	"NACA"	1	0	1
"4483"	"HSD17B6"	0.246169560776302	5.5131938040198	1
"4484"	"STAT6"	1	0	1
"4485"	"AVPR1A"	0.437594628960132	2.17474154402267	1
"4486"	"MSRB3"	0.315487302314114	3.67391382113383	1
"4487"	"DYRK2"	1	0	1
"4488"	"METTL25"	1	0	1
"4489"	"CEP83"	1	0	1
"4490"	"NTN4"	0.246169560776302	5.5131938040198	1
"4491"	"APAF1"	0.170786516853933	10.8909548109933	0.827504134275072
"4492"	"CHST11"	0.0200204290091931	24.56021585398	0.633828160143949
"4493"	"MMAB"	1	0	1
"4494"	"FAM216A"	0.585060476217385	1.31695027245043	1
"4495"	"SRRM4"	1	0	1
"4496"	"ZCCHC8"	1	0	1
"4497"	"AACS"	0.379162902098847	2.74050267948522	1
"4498"	"ULK1"	1	0	1
"4499"	"PDS5B"	0.0888888888888888	Inf	0.633828160143949
"4500"	"SIAH3"	1	0	1
"4501"	"KPNA3"	1	0	1
"4502"	"FARP1"	0.0888888888888888	Inf	0.633828160143949
"4503"	"CDC16"	1	0	1
"4504"	"UPF3A"	1	0	1
"4505"	"POTEG"	0.0888888888888888	Inf	0.633828160143949
"4506"	"OR4K2"	1	0	1
"4507"	"OR4K15"	0.170786516853933	10.8909548109933	0.827504134275072
"4508"	"HAUS4"	0.246169560776302	5.5131938040198	1
"4509"	"PSMB5"	0.170786516853933	10.8909548109933	0.827504134275072
"4510"	"BCL2L2"	1	0	1
"4511"	"MYH7"	1	0	1
"4512"	"TM9SF1"	1	0	1
"4513"	"PPP2R3C"	0.170786516853933	10.8909548109933	0.827504134275072
"4514"	"FRMD6"	1	0	1
"4515"	"SAMD4A"	1	0	1
"4516"	"KTN1"	1	0	1
"4517"	"SGPP1"	1	0	1
"4518"	"HSPA2"	1	0	1
"4519"	"SPTB"	1	0	1
"4520"	"MPP5"	1	0	1
"4521"	"PCNX"	0.0888888888888888	Inf	0.633828160143949
"4522"	"TMED10"	1	0	1
"4523"	"POMT2"	0.170786516853933	10.8909548109933	0.827504134275072
"4524"	"SPTLC2"	1	0	1
"4525"	"DIO2"	1	0	1
"4526"	"FLRT2"	1	0	1
"4527"	"SMEK1"	1	0	1
"4528"	"UNC79"	1	0	1
"4529"	"SERPINA6"	1	0	1
"4530"	"PAPOLA"	0.0888888888888888	Inf	0.633828160143949
"4531"	"BCL11B"	1	0	1
"4532"	"SLC25A47"	1	0	1
"4533"	"CINP"	1	0	1
"4534"	"TECPR2"	1	0	1
"4535"	"INF2"	1	0	1
"4536"	"CASC5"	1	0	1
"4537"	"LRRC57"	0.0888888888888888	Inf	0.633828160143949
"4538"	"SPPL2A"	1	0	1
"4539"	"PRTG"	0.0888888888888888	Inf	0.633828160143949
"4540"	"RORA"	1	0	1
"4541"	"FBXL22"	0.0888888888888888	Inf	0.633828160143949
"4542"	"HERC1"	1	0	1
"4543"	"CILP"	1	0	1
"4544"	"NOX5"	1	0	1
"4545"	"BBS4"	1	0	1
"4546"	"STRA6"	1	0	1
"4547"	"C15orf39"	1	0	1
"4548"	"TMC3"	1	0	1
"4549"	"MCTP2"	0.170786516853933	10.8909548109933	0.827504134275072
"4550"	"TM2D3"	1	0	1
"4551"	"CHTF18"	1	0	1
"4552"	"MAPK8IP3"	0.246169560776302	5.5131938040198	1
"4553"	"ABCA3"	0.491157045249643	1.794922601213	1
"4554"	"ATP6V0C"	1	0	1
"4555"	"CEMP1"	1	0	1
"4556"	"CLDN9"	1	0	1
"4557"	"VASN"	1	0	1
"4558"	"USP7"	1	0	1
"4559"	"CLEC16A"	1	0	1
"4560"	"NTAN1"	1	0	1
"4561"	"ARL6IP1"	0.170786516853933	10.8909548109933	0.827504134275072
"4562"	"TMC7"	1	0	1
"4563"	"GPRC5B"	1	0	1
"4564"	"PDILT"	0.0888888888888888	Inf	0.633828160143949
"4565"	"ERN2"	0.0200204290091931	24.56021585398	0.633828160143949
"4566"	"IL21R"	1	0	1
"4567"	"CD19"	0.315487302314114	3.67391382113383	1
"4568"	"PAGR1"	0.0888888888888888	Inf	0.633828160143949
"4569"	"TAOK2"	1	0	1
"4570"	"HIRIP3"	1	0	1
"4571"	"ZNF771"	0.0888888888888888	Inf	0.633828160143949
"4572"	"SETD1A"	1	0	1
"4573"	"ZNF668"	1	0	1
"4574"	"ITGAX"	1	0	1
"4575"	"BRD7"	1	0	1
"4576"	"SLC12A4"	1	0	1
"4577"	"ZFP1"	1	0	1
"4578"	"ZC3H18"	1	0	1
"4579"	"GALNS"	1	0	1
"4580"	"CPNE7"	1	0	1
"4581"	"TMEM102"	1	0	1
"4582"	"ALOXE3"	0.170786516853933	10.8909548109933	0.827504134275072
"4583"	"PIK3R5"	0.170786516853933	10.8909548109933	0.827504134275072
"4584"	"TRPV2"	1	0	1
"4585"	"CCDC144A"	1	0	1
"4586"	"CCDC144B"	1	0	1
"4587"	"TMEM199"	1	0	1
"4588"	"RAB34"	1	0	1
"4589"	"RHOT1"	1	0	1
"4590"	"ZNF830"	0.0888888888888888	Inf	0.633828160143949
"4591"	"PSMB3"	0.0888888888888888	Inf	0.633828160143949
"4592"	"GJD3"	1	0	1
"4593"	"ATXN7L3"	1	0	1
"4594"	"GPATCH8"	1	0	1
"4595"	"ACBD4"	1	0	1
"4596"	"BZRAP1"	1	0	1
"4597"	"RAD51C"	1	0	1
"4598"	"KIF19"	1	0	1
"4599"	"TSEN54"	1	0	1
"4600"	"UNC13D"	1	0	1
"4601"	"C1QTNF1"	1	0	1
"4602"	"TSPAN10"	1	0	1
"4603"	"OSBPL1A"	0.0888888888888888	Inf	0.633828160143949
"4604"	"MYO5B"	1	0	1
"4605"	"SGTA"	0.0200204290091931	24.56021585398	0.633828160143949
"4606"	"ZNF77"	1	0	1
"4607"	"EEF2"	1	0	1
"4608"	"GPR108"	1	0	1
"4609"	"ANGPTL4"	0.590183186387541	0	1
"4610"	"OR1M1"	1	0	1
"4611"	"ZNF559"	1	0	1
"4612"	"ZNF426"	1	0	1
"4613"	"RAVER1"	1	0	1
"4614"	"ATG4D"	1	0	1
"4615"	"KANK2"	0.437594628960132	2.17474154402267	1
"4616"	"DOCK6"	0.379162902098847	2.74050267948522	1
"4617"	"ZNF833P"	0.0888888888888888	Inf	0.633828160143949
"4618"	"ZNF491"	1	0	1
"4619"	"ZNF878"	0.0888888888888888	Inf	0.633828160143949
"4620"	"ZNF44"	1	0	1
"4621"	"ZNF563"	1	0	1
"4622"	"MAN2B1"	0.170786516853933	10.8909548109933	0.827504134275072
"4623"	"TRMT1"	0.0200204290091931	24.56021585398	0.633828160143949
"4624"	"LPHN1"	0.170786516853933	10.8909548109933	0.827504134275072
"4625"	"OR7A17"	0.0888888888888888	Inf	0.633828160143949
"4626"	"WIZ"	1	0	1
"4627"	"CYP4F12"	1	0	1
"4628"	"HAUS8"	1	0	1
"4629"	"JAK3"	1	0	1
"4630"	"SUGP2"	1	0	1
"4631"	"GMIP"	0.0200204290091931	24.56021585398	0.633828160143949
"4632"	"SCGB2B2"	1	0	1
"4633"	"LGI4"	0.170786516853933	10.8909548109933	0.827504134275072
"4634"	"WDR62"	1	0	1
"4635"	"COX7A1"	1	0	1
"4636"	"LGALS7"	0.0888888888888888	Inf	0.633828160143949
"4637"	"LRFN1"	0.0200204290091931	24.56021585398	0.633828160143949
"4638"	"CEACAM5"	0.437594628960132	2.17474154402267	1
"4639"	"MEGF8"	1	0	1
"4640"	"PSG7"	0.0888888888888888	Inf	0.633828160143949
"4641"	"IRGC"	1	0	1
"4642"	"ZNF155"	0.0200204290091931	24.56021585398	0.633828160143949
"4643"	"ZNF227"	1	0	1
"4644"	"VASP"	1	0	1
"4645"	"FGF21"	1	0.760398609640987	1
"4646"	"RUVBL2"	1	0	1
"4647"	"TEAD2"	1	0	1
"4648"	"FCGRT"	1	0	1
"4649"	"VRK3"	1	0	1
"4650"	"SIGLEC9"	1	0	1
"4651"	"ZNF331"	0.0200204290091931	24.56021585398	0.633828160143949
"4652"	"CACNG7"	1	0	1
"4653"	"TFPT"	1	0	1
"4654"	"LENG9"	0.0888888888888888	Inf	0.633828160143949
"4655"	"NBAS"	1	0	1
"4656"	"WDR35"	1	0	1
"4657"	"OTOF"	0.0888888888888888	Inf	0.633828160143949
"4658"	"SLC5A6"	1	0	1
"4659"	"CAD"	1	0	1
"4660"	"PLB1"	0.0888888888888888	Inf	0.633828160143949
"4661"	"ABCG5"	1	0	1
"4662"	"LRPPRC"	0.0888888888888888	Inf	0.633828160143949
"4663"	"ATP6V1E2"	1	0	1
"4664"	"FAM161A"	1	0	1
"4665"	"AFTPH"	1	0	1
"4666"	"WDR92"	1	0	1
"4667"	"EXOC6B"	0.246169560776302	5.5131938040198	1
"4668"	"CCDC142"	1	0	1
"4669"	"IMMT"	1	0	1
"4670"	"KDM3A"	1	0	1
"4671"	"EIF2AK3"	0.315487302314114	3.67391382113383	1
"4672"	"ZAP70"	1	0	1
"4673"	"TBC1D8"	1	0	1
"4674"	"MAP4K4"	0.0888888888888888	Inf	0.633828160143949
"4675"	"SLC5A7"	1	0	1
"4676"	"NPHP1"	1	0	1
"4677"	"IL37"	1	0	1
"4678"	"TANC1"	1	0	1
"4679"	"MARCH7"	0.0888888888888888	Inf	0.633828160143949
"4680"	"TBR1"	1	0	1
"4681"	"NOSTRIN"	0.315487302314114	3.67391382113383	1
"4682"	"DHRS9"	1	0	1
"4683"	"HNRNPA3"	1	0	1
"4684"	"AGPS"	0.202013897927925	3.053958523061	0.976793349967216
"4685"	"TFPI"	1	0	1
"4686"	"SLC40A1"	1	0	1
"4687"	"MARS2"	0.170786516853933	10.8909548109933	0.827504134275072
"4688"	"C2orf69"	0.170786516853933	10.8909548109933	0.827504134275072
"4689"	"MPP4"	1	0	1
"4690"	"ALS2"	0.674027563419176	1.27088006090208	1
"4691"	"FZD7"	1	0	1
"4692"	"FASTKD2"	0.0888888888888888	Inf	0.633828160143949
"4693"	"PLEKHM3"	0.0888888888888888	Inf	0.633828160143949
"4694"	"CRYGD"	1	0	1
"4695"	"TMBIM1"	1	0	1
"4696"	"SLC11A1"	1	0	1
"4697"	"DOCK10"	1	0	1
"4698"	"SLC16A14"	1	0	1
"4699"	"GIGYF2"	1	0	1
"4700"	"INPP5D"	1	0	1
"4701"	"LRRFIP1"	0.0888888888888888	Inf	0.633828160143949
"4702"	"SCLY"	1	0	1
"4703"	"HDAC4"	1	0	1
"4704"	"RNPEPL1"	1	0	1
"4705"	"ANGPT4"	1	0	1
"4706"	"ATRN"	1	0	1
"4707"	"CENPB"	1	0	1
"4708"	"SEL1L2"	1	0	1
"4709"	"CD93"	1	0	1
"4710"	"FAM83C"	1	0	1
"4711"	"GDF5"	1	0	1
"4712"	"NDRG3"	1	0	1
"4713"	"RPN2"	1	0	1
"4714"	"LBP"	0.0888888888888888	Inf	0.633828160143949
"4715"	"ZHX3"	1	0	1
"4716"	"ZNF335"	1	0	1
"4717"	"SRMS"	1	0	1
"4718"	"ADAMTS1"	0.170786516853933	10.8909548109933	0.827504134275072
"4719"	"UBASH3A"	1	0	1
"4720"	"KRTAP10-2"	1	0	1
"4721"	"KRTAP10-4"	1	0	1
"4722"	"KRTAP10-9"	1	0	1
"4723"	"POFUT2"	0.170786516853933	10.8909548109933	0.827504134275072
"4724"	"PCBP3"	0.170786516853933	10.8909548109933	0.827504134275072
"4725"	"CCT8L2"	1	0	1
"4726"	"GAB4"	1	0	1
"4727"	"HIRA"	1	0	1
"4728"	"KLHL22"	1	0	1
"4729"	"AIFM3"	1	0	1
"4730"	"HIC2"	1	0	1
"4731"	"CCDC116"	1	0	1
"4732"	"MAPK1"	0.170786516853933	10.8909548109933	0.827504134275072
"4733"	"PPM1F"	0.0888888888888888	Inf	0.633828160143949
"4734"	"AP000350.10"	1	0	1
"4735"	"CRYBB3"	1	0	1
"4736"	"ASCC2"	1	0	1
"4737"	"APOL6"	0.435243347531253	0.348486874476799	1
"4738"	"FOXRED2"	1	0	1
"4739"	"TEX33"	1	0	1
"4740"	"CARD10"	1	0	1
"4741"	"GALR3"	1	0	1
"4742"	"DNAJB7"	0.246169560776302	5.5131938040198	1
"4743"	"L3MBTL2"	1	0	1
"4744"	"CHADL"	1	0	1
"4745"	"FAM109B"	1	0	1
"4746"	"A4GALT"	1	0	1
"4747"	"PPARA"	0.0888888888888888	Inf	0.633828160143949
"4748"	"MAPK11"	0.0888888888888888	Inf	0.633828160143949
"4749"	"RFTN1"	1	0	1
"4750"	"RBMS3"	1	0	1
"4751"	"GADL1"	0.246169560776302	5.5131938040198	1
"4752"	"CMTM8"	1	0	1
"4753"	"UBP1"	1	0	1
"4754"	"PDCD6IP"	0.0888888888888888	Inf	0.633828160143949
"4755"	"ULK4"	1	0	1
"4756"	"HHATL"	1	0	1
"4757"	"KIAA1143"	1	0	1
"4758"	"CCR9"	1	0	1
"4759"	"KLHL18"	1	0	1
"4760"	"ARIH2OS"	0.246169560776302	5.5131938040198	1
"4761"	"UBA7"	1	0	1
"4762"	"RRP9"	1	0	1
"4763"	"DUSP7"	1	0	1
"4764"	"PHF7"	0.0888888888888888	Inf	0.633828160143949
"4765"	"DENND6A"	0.0382163361628685	12.4872044118925	0.633828160143949
"4766"	"ABHD6"	0.437594628960132	2.17474154402267	1
"4767"	"ABI3BP"	1	0	1
"4768"	"LSAMP"	0.0888888888888888	Inf	0.633828160143949
"4769"	"OSBPL11"	0.0888888888888888	Inf	0.633828160143949
"4770"	"ATP2C1"	1	0	1
"4771"	"ACKR4"	1	0	1
"4772"	"TF"	1	0	1
"4773"	"CCNL1"	1	0	1
"4774"	"TRIM59"	1	0	1
"4775"	"PDCD10"	0.0888888888888888	Inf	0.633828160143949
"4776"	"LRRC34"	0.0888888888888888	Inf	0.633828160143949
"4777"	"ALG3"	1	0	1
"4778"	"POLR2H"	0.0888888888888888	Inf	0.633828160143949
"4779"	"FGF12"	1	0	1
"4780"	"ATP13A3"	1	0	1
"4781"	"PIGG"	0.0888888888888888	Inf	0.633828160143949
"4782"	"SPON2"	1	0	1
"4783"	"NOP14"	1	0	1
"4784"	"LAP3"	0.0888888888888888	Inf	0.633828160143949
"4785"	"KCNIP4"	1	0	1
"4786"	"RPL9"	1	0	1
"4787"	"LIAS"	0.0200204290091931	24.56021585398	0.633828160143949
"4788"	"PDGFRA"	0.170786516853933	10.8909548109933	0.827504134275072
"4789"	"IGFBP7"	1	0	1
"4790"	"CENPC"	0.246169560776302	5.5131938040198	1
"4791"	"UGT2B10"	1	0	1
"4792"	"ODAM"	0.170786516853933	10.8909548109933	0.827504134275072
"4793"	"CABS1"	1	0	1
"4794"	"SHROOM3"	1	0	1
"4795"	"HELQ"	1	0	1
"4796"	"PTPN13"	0.0888888888888888	Inf	0.633828160143949
"4797"	"GRID2"	1	0	1
"4798"	"ADH7"	1	0	1
"4799"	"TET2"	1	0	1
"4800"	"ZGRF1"	1	0	1
"4801"	"PRDM5"	0.0888888888888888	Inf	0.633828160143949
"4802"	"HHIP"	1	0	1
"4803"	"TLR2"	1	0	1
"4804"	"FAM198B"	0.437594628960132	2.17474154402267	1
"4805"	"NAF1"	1	0	1
"4806"	"AGA"	1	0	1
"4807"	"SDHA"	1	0	1
"4808"	"ZFR"	1	0	1
"4809"	"BRIX1"	1	0	1
"4810"	"SLC1A3"	1	0	1
"4811"	"NIPBL"	1	0	1
"4812"	"OXCT1"	0.0888888888888888	Inf	0.633828160143949
"4813"	"PAIP1"	0.0888888888888888	Inf	0.633828160143949
"4814"	"PELO"	0.170786516853933	10.8909548109933	0.827504134275072
"4815"	"SREK1IP1"	1	0	1
"4816"	"SLC30A5"	1	0	1
"4817"	"SMN1"	0.0888888888888888	Inf	0.633828160143949
"4818"	"POLK"	0.0888888888888888	Inf	0.633828160143949
"4819"	"IQGAP2"	1	0	1
"4820"	"CETN3"	1	0	1
"4821"	"GPR98"	1	0	1
"4822"	"KIAA0825"	1	0	1
"4823"	"ERAP1"	1	0	1
"4824"	"LNPEP"	0.0888888888888888	Inf	0.633828160143949
"4825"	"ZNF608"	1	0	1
"4826"	"SLC12A2"	1	0	1
"4827"	"RAPGEF6"	1	0	1
"4828"	"TGFBI"	1	0	1
"4829"	"PCDHB2"	0.170786516853933	10.8909548109933	0.827504134275072
"4830"	"PCDHB7"	0.170786516853933	10.8909548109933	0.827504134275072
"4831"	"PCDHGB6"	0.0888888888888888	Inf	0.633828160143949
"4832"	"RELL2"	1	0	1
"4833"	"GRXCR2"	1	0	1
"4834"	"RBM27"	1	0	1
"4835"	"TCERG1"	1	0	1
"4836"	"FBXO38"	1	0	1
"4837"	"PPARGC1B"	0.0888888888888888	Inf	0.633828160143949
"4838"	"PDGFRB"	0.0888888888888888	Inf	0.633828160143949
"4839"	"GALNT10"	1	0	1
"4840"	"LARP1"	0.0888888888888888	Inf	0.633828160143949
"4841"	"UBTD2"	1	0	1
"4842"	"PHYKPL"	0.0888888888888888	Inf	0.633828160143949
"4843"	"ZNF454"	1	0	1
"4844"	"ZNF354C"	0.170786516853933	10.8909548109933	0.827504134275072
"4845"	"OR2V2"	1	0	1
"4846"	"SERPINB1"	1	0	1
"4847"	"PPP1R3G"	0.246169560776302	5.5131938040198	1
"4848"	"FARS2"	0.0200204290091931	24.56021585398	0.633828160143949
"4849"	"BMP6"	0.170786516853933	10.8909548109933	0.827504134275072
"4850"	"CCHCR1"	0.315487302314114	3.67391382113383	1
"4851"	"C4B"	1	0	1
"4852"	"HLA-DOB"	1	0	1
"4853"	"TAP1"	1	0	1
"4854"	"KIFC1"	1	0	1
"4855"	"ITPR3"	1	0	1
"4856"	"ANKS1A"	1	0	1
"4857"	"TRERF1"	0.0200204290091931	24.56021585398	0.633828160143949
"4858"	"UBR2"	1	0	1
"4859"	"GLTSCR1L"	1	0	1
"4860"	"SRF"	1	0	1
"4861"	"GTPBP2"	0.0200204290091931	24.56021585398	0.633828160143949
"4862"	"TDRD6"	1	0	1
"4863"	"C6orf141"	1	0	1
"4864"	"ELOVL5"	0.170786516853933	10.8909548109933	0.827504134275072
"4865"	"MLIP"	1	0	1
"4866"	"HMGCLL1"	1	0	1
"4867"	"FAM135A"	0.170786516853933	10.8909548109933	0.827504134275072
"4868"	"HMGN3"	1	0	1
"4869"	"DOPEY1"	0.246169560776302	5.5131938040198	1
"4870"	"ZNF292"	1	0	1
"4871"	"MDN1"	1	0	1
"4872"	"SOBP"	1	0	1
"4873"	"HDAC2"	1	0	1
"4874"	"HEY2"	0.246169560776302	5.5131938040198	1
"4875"	"CENPW"	1	0	1
"4876"	"MOXD1"	1	0	1
"4877"	"REPS1"	1	0	1
"4878"	"SHPRH"	1	0	1
"4879"	"RAET1L"	1	0	1
"4880"	"CNKSR3"	0.246169560776302	5.5131938040198	1
"4881"	"SYTL3"	1	0	1
"4882"	"LPA"	0.0888888888888888	Inf	0.633828160143949
"4883"	"QKI"	0.0888888888888888	Inf	0.633828160143949
"4884"	"C6orf118"	1	0	1
"4885"	"CCR6"	1	0	1
"4886"	"PSMB1"	0.0888888888888888	Inf	0.633828160143949
"4887"	"SLC29A4"	1	0	1
"4888"	"CCZ1B"	1	0	1
"4889"	"MACC1"	1	0	1
"4890"	"SP4"	1	0	1
"4891"	"DFNA5"	1	0	1
"4892"	"ANLN"	1	0	1
"4893"	"TBRG4"	1	0	1
"4894"	"IGFBP3"	1	0	1
"4895"	"TYW1B"	1	0	1
"4896"	"TBL2"	1	0	1
"4897"	"WBSCR28"	1	0	1
"4898"	"GTF2IRD2B"	1	0	1
"4899"	"KIAA1324L"	0.170786516853933	10.8909548109933	0.827504134275072
"4900"	"CROT"	1	0	1
"4901"	"FAM200A"	1	0	1
"4902"	"COPS6"	1	0	1
"4903"	"EPHB4"	1	0	1
"4904"	"NAPEPLD"	1	0	1
"4905"	"COG5"	1	0	1
"4906"	"DUS4L"	1	0	1
"4907"	"ASZ1"	1	0	1
"4908"	"IMPDH1"	0.315487302314114	3.67391382113383	1
"4909"	"IRF5"	1	0	1
"4910"	"AGK"	1	0	1
"4911"	"PRSS58"	0.0888888888888888	Inf	0.633828160143949
"4912"	"PRSS1"	0.0888888888888888	Inf	0.633828160143949
"4913"	"EPHB6"	1	0	1
"4914"	"OR2F2"	1	0	1
"4915"	"LRRC61"	0.0888888888888888	Inf	0.633828160143949
"4916"	"GIMAP8"	1	0	1
"4917"	"SHH"	1	0	1
"4918"	"VIPR2"	1	0	1
"4919"	"SLC35G5"	1	0	1
"4920"	"LONRF1"	0.0888888888888888	Inf	0.633828160143949
"4921"	"LZTS1"	1	0	1
"4922"	"NEFM"	1	0	1
"4923"	"CDCA2"	1	0	1
"4924"	"STAR"	1	0	1
"4925"	"ANK1"	1	0	1
"4926"	"SGK3"	1	0	1
"4927"	"TRPA1"	1	0	1
"4928"	"WWP1"	1	0	1
"4929"	"RNF19A"	1	0	1
"4930"	"KIAA0196"	0.170786516853933	10.8909548109933	0.827504134275072
"4931"	"FOXH1"	1	0	1
"4932"	"RLN2"	1	0	1
"4933"	"KDM4C"	1	0	1
"4934"	"TMEM215"	1	0	1
"4935"	"C9orf24"	1	0	1
"4936"	"C9orf131"	1	0	1
